pl_name,hostname,sy_snum,sy_pnum,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2
Kepler-714 b,Kepler-714,1,1,2016,Kepler,8.09888799,0.00000219,-0.00000219,0,0.0832,,,0,9.67,2.49,-1.01,0,67.6,,,0,M-R relationship,5995,106.7,-117.06,0,1.12,0.29,-0.12,0,1.09,0.08,-0.07,0,[Fe/H],4.37,0.08,-0.18,0,18h50m47.87s,282.6994685,+43d16m21.88s,43.2727437,2083.37,98.44,-90.11
Kepler-939 b,Kepler-939,1,1,2016,Kepler,14.878296,0.0001256,-0.0001256,0,0.1153,,,0,1.75,0.31,-0.2,0,3.71,,,0,M-R relationship,5471,149.7,-105.85,0,0.85,0.09,-0.07,0,0.88,0.06,-0.06,0,[Fe/H],4.54,0.05,-0.1,0,19h35m27.75s,293.8656181,+47d01m36.53s,47.0268148,2093.62,147.37,-147.37
Kepler-557 b,Kepler-557,1,1,2016,Kepler,3.70598955,0.00000487,-0.00000487,0,0.0469,,,0,2.67,0.8,-0.38,0,7.61,,,0,M-R relationship,6068,151.79,-199.33,0,1.16,0.35,-0.16,0,1.11,0.12,-0.09,0,[Fe/H],4.35,0.1,-0.19,0,19h34m50.02s,293.7084179,+41d36m54.39s,41.6151084,2097.12,119.115,-119.115
Kepler-1437 b,Kepler-1437,1,1,2016,Kepler,10.9295461,0.0001172,-0.0001172,0,0.0951,,,0,1.37,0.17,-0.13,0,2.45,,,0,M-R relationship,5557,78.69,-80.38,0,0.9,0.11,-0.06,0,0.93,0.04,-0.05,0,[Fe/H],4.51,0.04,-0.11,0,19h27m27.58s,291.8649164,+49d19m33.13s,49.325869,2101.69,297.13,-233.75
Kepler-1250 b,Kepler-1250,1,1,2016,Kepler,2.60754383,0.00000652,-0.00000652,0,0.0393,,,0,1.92,0.45,-0.17,0,4.35,,,0,M-R relationship,5717,71.36,-82.51,0,0.98,0.22,-0.08,0,0.99,0.05,-0.05,0,[Fe/H],4.46,0.06,-0.18,0,19h11m10.52s,287.7938184,+45d58m48.90s,45.9802492,2126.85,137.12,-121.79
Kepler-1239 b,Kepler-1239,1,1,2016,Kepler,5.19104016,0.00002643,-0.00002643,0,0.0625,,,0,2.9,0.37,-0.31,0,8.75,,,0,M-R relationship,6564,153.47,-198.42,0,1.57,0.2,-0.16,0,1.4,0.08,-0.09,0,[Fe/H],4.2,0.07,-0.08,0,19h32m30.56s,293.1273357,+42d19m12.21s,42.3200578,2140.6,156.72,-137.08
Kepler-1596 b,Kepler-1596,1,1,2016,Kepler,66.373379,0.001476,-0.001476,0,0.3237,,,0,1.9,0.25,-0.17,0,4.27,,,0,M-R relationship,5706,76.54,-66.32,0,0.92,0.11,-0.07,0,0.95,0.05,-0.07,0,[Fe/H],4.49,0.05,-0.1,0,19h02m13.80s,285.5575066,+49d19m48.31s,49.3300866,2146.23,147.39,-129.98
Kepler-950 b,Kepler-950,1,1,2016,Kepler,98.7180406,0.0001748,-0.0001748,0,0.3982,,,0,8.98,1.56,-0.83,0,59.6,,,0,M-R relationship,5857,115.89,-163.53,0,1.02,0.17,-0.09,0,1.02,0.07,-0.06,0,[Fe/H],4.44,0.07,-0.13,0,19h11m49.58s,287.9565768,+41d07m49.02s,41.1302834,2161.6,199.49,-169.19
Kepler-1403 b,Kepler-1403,1,1,2016,Kepler,5.19492202,0.00002801,-0.00002801,0,0.064,,,0,2.14,0.54,-0.26,0,5.22,,,0,M-R relationship,6060,144.25,-145.9,0,1.15,0.29,-0.13,0,1.11,0.1,-0.07,0,[Fe/H],4.36,0.09,-0.16,0,19h23m28.23s,290.8676391,+38d57m36.28s,38.9600779,2163.9,158.67,-138.78
Kepler-1432 b,Kepler-1432,1,1,2016,Kepler,23.9109011,0.0002703,-0.0002703,0,0.1696,,,0,2.22,0.69,-0.3,0,5.56,,,0,M-R relationship,6031,121.96,-137.46,0,1.13,0.29,-0.13,0,1.09,0.09,-0.07,0,[Fe/H],4.37,0.09,-0.17,0,19h42m05.78s,295.5241011,+49d49m46.28s,49.8295211,2171.87,153.12,-134.59
Kepler-1304 b,Kepler-1304,1,1,2016,Kepler,16.1288853,0.0001191,-0.0001191,0,0.1202,,,0,2.29,0.19,-0.53,0,5.86,,,0,M-R relationship,5259,97.24,-121.88,0,0.81,0.05,-0.05,0,0.85,0.04,-0.05,0,[Fe/H],4.56,0.03,-0.06,0,19h01m06.33s,285.2763652,+39d26m48.58s,39.4468274,2176.08,127.14,-114.1
Kepler-328 b,Kepler-328,1,2,2013,Kepler,34.921,,,0,0.2199,,,0,2.3,0.96,-0.23,0,28.5,12.9,-12.3,0,Mass,6064,123,-123,0,1.06,0.44,-0.11,0,1.15,0.22,-0.16,0,[Fe/H],4.44,0.05,-0.27,0,19h43m14.23s,295.8092756,+40d00m30.55s,40.0084866,2213.19,162.25,-141.85
Kepler-328 c,Kepler-328,1,2,2013,Kepler,71.312,,,0,0.354,,,0,5.4,2.24,-0.54,0,39.4,13.6,-12.6,0,Mass,6064,123,-123,0,1.06,0.44,-0.11,0,1.15,0.22,-0.16,0,[Fe/H],4.44,0.05,-0.27,0,19h43m14.23s,295.8092756,+40d00m30.55s,40.0084866,2213.19,162.25,-141.85
Kepler-767 b,Kepler-767,1,1,2016,Kepler,161.5280101,0.0003086,-0.0003086,0,0.5874,,,0,6.64,0.86,-0.55,0,35.7,,,0,M-R relationship,5694,163.45,-124.14,0,0.94,0.12,-0.08,0,0.96,0.06,-0.06,0,[Fe/H],4.48,0.06,-0.11,0,19h26m19.00s,291.5791562,+38d02m08.90s,38.0358066,2251.03,158.51,-139.3
Kepler-1799 b,Kepler-1799,1,1,2021,Kepler,11.9296999,,,0,0.1028,,,0,4.128,,,0,15.9,,,0,M-R relationship,5831,157,-192,0,0.92,0.26,-0.09,0,1.02,0.12,-0.13,0,[Fe/H],4.52,0.05,-0.2,0,19h13m14.09s,288.3086994,+51d28m42.01s,51.4783348,2254.69,160.37,-140.85
Kepler-269 b,Kepler-269,1,2,2014,Kepler,5.326718,0.000035,-0.000035,0,0.061,,,0,2.47,1.15,-1.15,0,6.66,,,0,M-R relationship,5847,250,-250,0,0.96,0.43,-0.43,0,0.92,0.04,-0.05,0,[Fe/H],4.5,0.3,-0.3,0,19h20m51.64s,290.2151459,+41d46m33.53s,41.775981,2257.32,190.15,-163.35
Kepler-269 c,Kepler-269,1,2,2014,Kepler,8.127899,0.000149,-0.000149,0,0.081,,,0,1.69,0.8,-0.8,0,3.5,,,0,M-R relationship,5847,250,-250,0,0.96,0.43,-0.43,0,0.92,0.04,-0.05,0,[Fe/H],4.5,0.3,-0.3,0,19h20m51.64s,290.2151459,+41d46m33.53s,41.775981,2257.32,190.15,-163.35
Kepler-766 b,Kepler-766,1,1,2016,Kepler,6.10027804,0.0000164,-0.0000164,0,0.066,,,0,3.39,0.93,-0.4,0,11.4,,,0,M-R relationship,5992,95.54,-140.96,0,1.15,0.31,-0.13,0,1.1,0.09,-0.07,0,[Fe/H],4.36,0.09,-0.18,0,19h32m44.28s,293.1845144,+37d58m11.41s,37.9698357,2297.62,268.86,-218.85
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,2012,MOA,,,,,2,3,-1,0,13.6,,,0,480,300,-100,0,Mass,5950,150,,0,,,,,0.67,0.33,-0.13,0,,,,,,18h06m07.44s,271.531006,-31d27m16.1s,-31.4544773,2300,600,-600
Kepler-943 b,Kepler-943,1,1,2016,Kepler,49.7701438,0.0001172,-0.0001172,0,0.2559,,,0,5.93,0.79,-0.53,0,29.5,,,0,M-R relationship,5612,121.64,-101.28,0,0.91,0.11,-0.07,0,0.93,0.05,-0.06,0,[Fe/H],4.5,0.05,-0.11,0,18h57m05.74s,284.2739322,+41d32m05.93s,41.5349809,2300.53,170.09,-148.69
Kepler-667 b,Kepler-667,1,1,2016,Kepler,41.43962808,0.00008183,-0.00008183,0,0.2288,,,0,4.73,0.39,-0.28,0,20.1,,,0,M-R relationship,5327,53.04,-70.39,0,0.87,0.07,-0.05,0,0.91,0.04,-0.04,0,[Fe/H],4.53,0.04,-0.09,0,19h42m13.20s,295.5549918,+49d01m02.26s,49.0172956,2302.45,154.27,-136.4
Kepler-40 b,Kepler-40,1,1,2010,Kepler,6.87349,0.00064,-0.00064,0,0.08,0.003,-0.003,0,13.11,0.45,-0.45,0,699.2,127.1,-127.1,0,Mass,6510,100,-100,0,2.13,0.06,-0.06,0,1.48,0.06,-0.06,0,[Fe/H],3.94,0.32,-0.32,0,19h47m15.29s,296.8136883,+47d31m35.56s,47.5265446,2305.01,131.34,-118.14
Kepler-1625 b,Kepler-1625,1,1,2016,Kepler,287.378949,0.002983,-0.002983,0,0.8748,,,0,6.06,0.87,-0.53,0,30.6,,,0,M-R relationship,5677,107.4,-162.14,0,0.94,0.13,-0.08,0,0.96,0.06,-0.06,0,[Fe/H],4.48,0.06,-0.12,0,19h41m43.04s,295.429322,+39d53m11.42s,39.8865068,2310.11,213.09,-180.49
Kepler-896 b,Kepler-896,1,2,2016,Kepler,144.547396,0.002274,-0.002274,0,0.5164,,,0,2.53,0.18,-0.19,0,6.94,,,0,M-R relationship,5262,56.73,-52.21,0,0.81,0.05,-0.06,0,0.84,0.04,-0.05,0,[Fe/H],4.56,0.04,-0.07,0,18h49m45.39s,282.4391402,+43d44m03.94s,43.7344291,2334.93,179.875,-179.875
Kepler-896 c,Kepler-896,1,2,2023,Kepler,29.5422566,0.0002958,-0.0002958,0,0.1792,,,0,3.15,0.73,-0.25,0,10.1,,,0,M-R relationship,5510,166,-149,0,0.8,0.19,-0.06,0,0.88,0.08,-0.09,0,[Fe/H],4.57,0.04,-0.15,0,18h49m45.39s,282.4391402,+43d44m03.94s,43.7344291,2334.93,179.875,-179.875
Kepler-891 b,Kepler-891,1,1,2016,Kepler,53.44945593,0.00006578,-0.00006578,0,0.2881,,,0,6.41,1.46,-0.6,0,33.6,,,0,M-R relationship,5887,115.84,-117.44,0,1.07,0.24,-0.1,0,1.06,0.08,-0.06,0,[Fe/H],4.41,0.07,-0.16,0,19h24m20.10s,291.0837644,+40d21m18.81s,40.3552252,2340.58,184.73,-160.07
WTS-1 b,WTS-1,1,1,2012,United Kingdom Infrared Telescope,3.352057,0.000013,-0.000015,0,0.047,0.001,-0.001,0,16.7,1.79,-2.02,0,1274.44,111.24,-111.24,0,Mass,6250,200,-200,0,1.15,0.1,-0.12,0,1.2,0.1,-0.1,0,[Fe/H],4.4,0.1,-0.1,0,19h35m56.41s,293.9850284,+36d17m46.66s,36.2962939,2346.01,341.4,-265.8
Kepler-1506 b,Kepler-1506,1,1,2016,Kepler,14.0329154,0.0002811,-0.0002811,0,0.1168,,,0,1.32,0.19,-0.13,0,2.3,,,0,M-R relationship,5676,104.55,-89.59,0,0.93,0.12,-0.07,0,0.95,0.05,-0.06,0,[Fe/H],4.49,0.05,-0.11,0,19h20m35.97s,290.1498822,+41d27m52.42s,41.4645625,2366.02,164.01,-144.46
Kepler-835 b,Kepler-835,1,1,2016,Kepler,11.41909375,0.00007116,-0.00007116,0,0.107,,,0,2.79,0.54,-0.29,0,8.2,,,0,M-R relationship,5954,71.86,-70.98,0,1.11,0.21,-0.1,0,1.08,0.07,-0.05,0,[Fe/H],4.38,0.07,-0.14,0,18h54m17.81s,283.5742181,+45d44m05.28s,45.7348003,2406.33,273.9,-224.71
Kepler-1504 b,Kepler-1504,1,1,2016,Kepler,82.304003,0.001593,-0.001593,0,0.3704,,,0,2.13,0.23,-0.19,0,5.18,,,0,M-R relationship,5393,102.27,-78.86,0,0.81,0.08,-0.07,0,0.85,0.06,-0.06,0,[Fe/H],4.55,0.05,-0.08,0,19h18m50.88s,289.7119947,+50d07m41.62s,50.1282265,2435.94,186.11,-186.11
Kepler-1380 b,Kepler-1380,1,1,2016,Kepler,10.3108245,0.0001042,-0.0001042,0,0.0917,,,0,1.43,0.26,-0.11,0,2.63,,,0,M-R relationship,5570,64.32,-82.2,0,0.94,0.16,-0.06,0,0.96,0.05,-0.04,0,[Fe/H],4.48,0.05,-0.14,0,19h12m27.85s,288.1160421,+42d26m25.38s,42.4403832,2462.94,192.92,-167.43
Kepler-1422 b,Kepler-1422,1,1,2016,Kepler,18.6051942,0.0003246,-0.0003246,0,0.1499,,,0,2.02,0.41,-0.27,0,4.74,,,0,M-R relationship,6194,143.17,-121.64,0,1.23,0.24,-0.15,0,1.15,0.09,-0.08,0,[Fe/H],4.32,0.09,-0.13,0,19h35m33.65s,293.8902214,+48d20m09.93s,48.3360926,2465.84,221.46,-188.57
Kepler-1078 b,Kepler-1078,1,1,2016,Kepler,3.00725242,0.00001242,-0.00001242,0,0.0388,,,0,1.9,0.3,-0.33,0,4.27,,,0,M-R relationship,5612,100.22,-123.53,0,0.92,0.12,-0.07,0,0.94,0.05,-0.05,0,[Fe/H],4.49,0.06,-0.12,0,19h32m48.14s,293.2005664,+43d03m00.14s,43.0500379,2481.71,246.155,-246.155
Kepler-719 b,Kepler-719,1,1,2016,Kepler,5.00731778,0.00000125,-0.00000125,0,0.0556,,,0,8.52,1.83,-0.9,0,54.5,,,0,M-R relationship,5777,199.43,-220.79,0,0.98,0.21,-0.1,0,0.99,0.08,-0.07,0,[Fe/H],4.45,0.07,-0.15,0,19h42m08.66s,295.5360628,+43d53m03.88s,43.8844116,2497.51,269.1,-222.42
OGLE-TR-182 b,OGLE-TR-182,1,1,2007,OGLE,3.9791,0.00001,-0.00001,0,0.051,0.001,-0.001,0,12.666,2.69,-0.897,0,320.995,47.672,-47.672,0,Mass,5924,64,,0,1.14,0.23,,0,1.14,0.05,,0,,4.14,0.09,-0.09,0,11h09m18.70s,167.3279228,-61d05m42.94s,-61.0952624,2501.75,399.855,-399.855
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,2020,OGLE,,,,,4.51,1.66,-1.15,0,14.1,,,0,210,130,-67,0,Mass,,,,,,,,,1.11,0.68,-0.34,0,,,,,,17h58m46.42s,269.693417,-27d37m04.6s,-27.6179444,2510,900,-610
Kepler-1436 b,Kepler-1436,1,1,2016,Kepler,9.705716,0.0001638,-0.0001638,0,0.0907,,,0,1.31,0.35,-0.18,0,2.27,,,0,M-R relationship,5972,141.9,-172.48,0,1.09,0.29,-0.14,0,1.06,0.08,-0.08,0,[Fe/H],4.39,0.09,-0.18,0,19h50m50.77s,297.711553,+46d46m04.73s,46.7679816,2530.62,141.63,-127.63
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,2012,OGLE,,,,,2.72,0.75,-0.75,0,14.2,,,0,170,67,-67,0,Mass,,,,,,,,,0.26,0.11,-0.11,0,,,,,,17h38m14.18s,264.559083,-27d08m10.1s,-27.1361389,2570,610,-610
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,2016,OGLE,,,,,2.6,0.3,-0.5,0,6.56,,,0,35,10,-6,0,Mass,,,,,,,,,0.57,0.06,-0.1,0,,,,,,18h08m04.62s,272.019257,-29d43m53.7s,-29.7315826,2600,500,-700
Kepler-1949 b,Kepler-1949,1,1,2021,Kepler,2.20828009,,,0,0.0352,,,0,2.22,,,0,5.56,,,0,M-R relationship,6028,81,-81,0,1.45,0.25,-0.28,0,1.19,0.09,-0.11,0,[Fe/H],4.19,0.15,-0.12,0,19h34m10.14s,293.5422586,+43d01m33.80s,43.0260555,2617.35,178.575,-178.575
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,2016,OGLE,,,,,4.53,1.49,-2.5,0,13,,,0,1169.60854,219.3016,-457.67291,0,Mass,,,,,,,,,0.73,0.14,-0.29,0,,,,,,17h52m24.50s,268.1020833,-30d32m54.2s,-30.5483889,2670,770,-1410
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,1,1,2022,MOA,,,,,,,,,12.2,,,0,5720.91133,953.48522,-635.65681,0,Mass,,,,,,,,,0.9,0.2,-0.1,0,,,,,,17h51m55.89s,267.982875,-29d59m23.03s,-29.9897306,2700,300,-300
Kepler-1603 b,Kepler-1603,1,1,2016,Kepler,2.27163926,0.00002336,-0.00002336,0,0.0351,,,0,1.29,0.47,-0.19,0,2.21,,,0,M-R relationship,6241,116.66,-168.54,0,1.31,0.48,-0.18,0,1.21,0.15,-0.1,0,[Fe/H],4.28,0.1,-0.21,0,19h41m19.16s,295.3298254,+42d32m05.89s,42.5349698,2712.58,248.97,-211.14
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,1,1,2023,KMTNet,,,,,2.44,1.12,-1.12,0,5.98,,,0,29.87587,15.89142,-15.89142,0,Mass,,,,,,,,,0.39,0.21,-0.21,0,,,,,,17h53m55.35s,268.480625,-35d08m11.90s,-35.1366389,2740,1020,-1020
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,1,2016,OGLE,2557,,,0,2.59,0.43,-0.34,0,10.7,,,0,80,13,-13,0,Mass,,,,,,,,,0.41,0.07,-0.07,0,,,,,,18h05m24.43s,271.351807,-26d25m19.0s,-26.4219437,2760,380,-380
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1,2012,MOA,,,,,1.21,0.16,-0.16,0,12.4,,,0,3500,640,-640,0,Mass,,,,,,,,,0.16,0.03,-0.03,0,,,,,,18h10m11.342s,272.547258,-26d31m22.544s,-26.5229319,2800,400,-400
Kepler-717 b,Kepler-717,1,1,2016,Kepler,4.40840023,0.00001493,-0.00001493,0,0.052,,,0,2.42,0.25,-0.35,0,6.44,,,0,M-R relationship,5485,120.85,-81.84,0,0.85,0.09,-0.06,0,0.88,0.05,-0.05,0,[Fe/H],4.53,0.05,-0.1,0,19h31m51.72s,292.9655071,+43d20m46.84s,43.346345,2805.48,310.635,-310.635
Kepler-1484 b,Kepler-1484,1,1,2016,Kepler,30.4549136,0.0003536,-0.0003536,0,0.1939,,,0,2.11,0.3,-0.22,0,5.1,,,0,M-R relationship,5730,204.01,-127.9,0,0.92,0.13,-0.09,0,0.94,0.08,-0.07,0,[Fe/H],4.49,0.06,-0.11,0,19h30m44.23s,292.6842738,+38d07m34.54s,38.1262604,2879.83,1073.72,-1073.72
Kepler-1283 b,Kepler-1283,1,1,2016,Kepler,12.9460978,0.0002185,-0.0002185,0,0.1062,,,0,1.91,0.79,-0.31,0,4.31,,,0,M-R relationship,6175,183.18,-233.53,0,1.25,0.51,-0.2,0,1.16,0.18,-0.11,0,[Fe/H],4.31,0.12,-0.24,0,19h41m50.96s,295.4623336,+40d46m36.96s,40.7769335,2921.99,304.47,-253.02
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,1,1,2023,KMTNet,,,,,1.85,0.31,-0.31,0,13.9,,,0,286.04557,133.48793,-76.27882,0,Mass,,,,,,,,,0.2,0.1,-0.05,0,,,,,,17h57m14.21s,269.3092083,-29d06m07.09s,-29.1019694,2970,720,-720
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,2011,MOA,2800,2800,-500,0,3.2,1.9,-0.5,0,3.21,,,0,10.4,1.7,-1.7,0,Mass,,,,,,,,,0.56,0.09,-0.09,0,,,,,,17h48m05.95s,267.008125,-35d00m19.5s,-35.0054111,3040,330,-330
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,2014,OGLE,,,,,0.8,0.08,-0.08,0,12.3,,,0,4100,600,-600,0,Mass,,,,,,,,,0.1,0.01,-0.01,0,,,,,,17h52m07.08s,268.0295,-31d41m26.1s,-31.6905833,3040,310,-310
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L,1,1,2023,KMTNet,,,,,0.96,0.24,-0.21,0,12.1,,,0,6038.73973,2542.62726,-2224.79885,0,Mass,,,,,,,,,0.21,0.09,-0.07,0,,,,,,18h00m15.19s,270.0632917,-28d57m55.01s,-28.9652806,3090,760,-680
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,1,1,2023,KMTNet,,,,,2.22,0.66,-0.48,0,6.91,,,0,38.19,20.52,-12.24,0,Mass,,,,,,,,,0.22,0.12,-0.07,0,,,,,,17h57m08.56s,269.2856667,-31d11m04.09s,-31.1844694,3090,940,-750
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,1,1,2022,KMTNet,,,,,2.92,0.67,-0.68,0,12.8,,,0,1754.41281,991.62463,-762.78818,0,Mass,,,,,,,,,0.56,0.32,-0.24,0,,,,,,18h16m00.13s,274.0005417,-29d44m38.00s,-29.7438889,3130,1300,-910
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,2005,OGLE,,,,,3.6,0.2,-0.2,0,13,,,0,1200,100,-100,0,Mass,,,,,,,,,0.46,0.04,-0.04,0,,,,,,17h50m09.77s,267.540708,-34d40m23.5s,-34.6731944,3200,400,-400
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,2019,OGLE,5480,1200,-1200,0,5,0.3,-0.3,0,12.9,,,0,1500,200,-200,0,Mass,5912,49,-49,0,,,,,1,0.1,-0.1,0,[Fe/H],4.5,0.1,-0.1,0,18h08m42.47s,272.1769583,-29d50m08.9s,-29.8358056,3200,500,-500
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,2019,OGLE,,,,,0.39,0.05,-0.03,0,12.5,,,0,3020,864,-537,0,Mass,,,,,,,,,0.29,0.07,-0.05,0,,,,,,17h55m31.98s,268.88325,-29d15m13.8s,-29.2538333,3220,470,-350
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,2013,MOA,,,,,2.7,0.9,-1,0,13,,,0,1300,540,-600,0,Mass,,,,,,,,,0.56,0.24,-0.27,0,,,,,,17h58m49.44s,269.706,-30d11m48.95s,-30.1969306,3300,1300,-1200
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,2016,OGLE,,,,,2.7,,,0,4.86,,,0,21,2,-2,0,Mass,,,,,,,,,0.38,0.04,-0.04,0,,,,,,17h55m01.02s,268.75425,-29d02m49.6s,-29.0471111,3300,,
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,1,1,2020,KMTNet,,,,,3.31,1.38,-1.47,0,3.19,,,0,10.28,5.84,-5.28,0,Mass,,,,,,,,,0.76,0.42,-0.39,0,,,,,,17h53m50.03s,268.458458,-29d52m38.78s,-29.8774389,3320,1220,-1390
Kepler-747 b,Kepler-747,1,1,2016,Kepler,35.61760587,0.00005345,-0.00005345,0,0.1916,,,0,5.27,0.29,-0.28,0,24.1,,,0,M-R relationship,5096,70.39,-92.77,0,0.78,0.04,-0.04,0,0.82,0.04,-0.05,0,[Fe/H],4.58,0.03,-0.05,0,19h13m39.96s,288.4165196,+41d01m47.34s,41.0298175,3347.16,430.74,-346.35
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,1,1,2020,KMTNet,,,,,4.27,0.21,-0.23,0,2.67,,,0,7.59,0.75,-0.69,0,Mass,,,,,,,,,1.14,0.1,-0.12,0,,,,,,17h37m52.67s,264.469458,-27d59m04.92s,-27.9847,3380,220,-260
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,1,2017,OGLE,,,,,6.4,2.51,-2.63,0,13,,,0,1330,1010,-772,0,Mass,,,,,,,,,0.72,0.55,-0.42,0,,,,,,17h57m02.50s,269.260406,-28d06m58.2s,-28.1161671,3410,1340,-1420
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,1,1,2020,KMTNet,,,,,6.03,0.71,-0.62,0,12.9,,,0,1400,290,-210,0,Mass,,,,,,,,,1.09,0.22,-0.17,0,,,,,,17h33m42.62s,263.427583,-33d31m14.41s,-33.5206694,3460,510,-430
Kepler-917 b,Kepler-917,1,1,2016,Kepler,2.97041437,0.00000913,-0.00000913,0,0.0378,,,0,1.91,0.24,-0.17,0,4.31,,,0,M-R relationship,5418,120.33,-70.72,0,0.76,0.09,-0.06,0,0.8,0.07,-0.05,0,[Fe/H],4.58,0.05,-0.09,0,19h56m12.30s,299.0512562,+47d56m57.36s,47.9492677,3460.51,1507.57,-865.6
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,1,1,2023,KMTNet,,,,,1.9,0.6,-0.7,0,4.05,,,0,15.4,9.6,-7.4,0,Mass,,,,,,,,,0.53,0.31,-0.26,0,,,,,,17h58m20.06s,269.5835833,-32d17m43.1s,-32.2953056,3500,1600,-1600
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,1,2018,MOA,,,,,2.42,0.26,-0.26,0,14.2,,,0,170,32,-32,0,Mass,,,,,,,,,0.58,0.11,-0.11,0,,,,,,18h07m49.67s,271.95697,-25d20m40.7s,-25.3446388,3500,400,-400
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,2015,OGLE,,,,,3.48,0.22,-0.22,0,14.1,,,0,206.58846,13.98445,-13.98445,0,Mass,,,,,,,,,0.9,0.05,-0.05,0,,,,,,18h02m29.21s,270.6217083,-28d23m46.5s,-28.39625,3500,200,-200
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,1,2021,OGLE,,,,,2.65,0.89,-1.2,0,12.3,,,0,4513.16338,3146.50123,-2383.71305,0,Mass,,,,,,,,,0.8,0.55,-0.42,0,,,,,,17h51m39.18s,267.91325,-29d36m39.60s,-29.611,3630,1220,-1640
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,1,1,2024,OGLE,,,,,3.76,0.96,-1.07,0,12.9,,,0,1382.55357,524.41687,-607.05226,0,Mass,,,,,,,,,0.69,0.26,-0.3,0,,,,,,18h01m12.90s,270.30375,-27d25m36.35s,-27.4267639,3680,1130,-1160
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,2019,OGLE,,,,,1.7,0.38,-0.39,0,14.3,,,0,140,67,-54,0,Mass,,,,,,,,,0.3,0.15,-0.12,0,,,,,,18h12m49.08s,273.2045,-27d00m45.5s,-27.0126389,3730,660,-670
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,1,1,2023,KMTNet,,,,,4.5,1.6,-1.4,0,13.9,,,0,279.689,120.77479,-114.41823,0,Mass,,,,,,,,,0.73,0.32,-0.3,0,,,,,,17h55m09.63s,268.790125,-31d18m47.99s,-31.3133306,3800,1300,-1200
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,1,1,2021,KMTNet,,,,,3.32,0.82,-0.92,0,13.2,,,0,813.64072,359.1461,-368.68095,0,Mass,,,,,,,,,0.61,0.27,-0.28,0,,,,,,18h01m29.21s,270.3717083,-28d46m37.7s,-28.7771389,3860,1000,-1120
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,2017,OGLE,,,,,3.6,1.4,-1.2,0,11.6,,,0,92,51,-41,0,Mass,,,,,,,,,0.54,0.3,-0.23,0,,,,,,17h59m03.51s,269.764618,-28d25m15.7s,-28.4210281,3900,1500,-1300
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,2017,OGLE,,,,,1.16,0.16,-0.13,0,1.11,,,0,1.43,0.45,-0.32,0,Mass,,,,,,,,,0.08,0.02,-0.01,0,,,,,,17h55m23.5s,268.847931,-30d12m26.1s,-30.2072506,3910,420,-460
